"Monetary_score","Total_quantity","recency_score","days_customer","churn"
7679,440,7,9660,"0"
17626,355,0,8112,"0"
5095,65,34,9660,"0"
5893,210,49,9660,"0"
12853,527,13,8465,"0"
3903,226,41,9660,"0"
3089,175,9,10005,"0"
12150.8,436,15,8529,"0"
30742,1406,27,9660,"0"
1361,78,10,10192,"0"
17824.15,384,13,8042,"0"
34000,407,8,8735,"0"
3127,103,0,9285,"0"
3056,219,34,9660,"0"
97812,5459,0,9660,"0"
2517,57,49,9660,"0"
17442,946,3,9660,"0"
6531,197,42,9660,"0"
7683,278,45,9660,"0"
25215,613,8,9184,"0"
5414,309,0,10132,"0"
14725,497,10,10104,"0"
37075,485,2,8546,"0"
5868.4,228,35,9233,"0"
10364,160,13,9660,"0"
4132,68,15,9660,"1"
921,53,51,9660,"0"
3213.6,126,44,9660,"0"
8470,115,9,8724,"0"
1622,63,52,9660,"0"
5605,321,14,9926,"0"
12160,147,7,9660,"0"
2414,117,14,9660,"1"
18192,572,6,9660,"0"
2333,130,48,10047,"0"
5925,188,7,9660,"0"
6124,238,2,9660,"0"
46255,2634,8,9919,"0"
2536,142,16,10097,"0"
19386,437,31,9660,"0"
7123.8,406,7,9660,"0"
8277,473,28,9660,"0"
10220,104,23,9660,"0"
2771,114,10,9660,"0"
1273,50,43,9660,"0"
4684,202,15,9798,"0"
23857.6,1081,0,9974,"0"
11642,487,8,9971,"0"
6706,271,34,9974,"0"
8735,303,0,9974,"0"
940,52,37,9660,"0"
32337.4,1641,1,9660,"0"
11311.4,413,23,9660,"0"
3182.8,198,14,9660,"0"
2947.2,308,35,9660,"0"
3831.6,405,27,9660,"0"
244.8,23,41,7925,"0"
3430.8,368,22,7925,"1"
36070,1304,34,9660,"0"
3235,46,30,8954,"0"
910,51,50,9660,"0"
54778.4,2069,3,8851,"0"
15254,394,14,8051,"0"
3829.45,93,34,9660,"0"
3420,188,7,9660,"0"
21900,313,14,9660,"0"
7180,151,30,8126,"0"
8894.2,507,13,9660,"0"
11551.27,240,8,8492,"0"
1993.6,84,50,9660,"0"
1819,105,3,9660,"1"
18570,851,6,7946,"0"
4013.4,221,24,9612,"0"
22791.16,507,1,9383,"0"
25722,364,8,9022,"0"
21787,315,3,9021,"0"
3387.8,195,35,9660,"0"
868,13,56,8263,"1"
4510.4,160,19,9660,"0"
5736,62,16,9660,"0"
8190,291,41,9660,"0"
3316,187,7,9660,"0"
4716,270,15,9660,"0"
18302.5,902,16,9012,"0"
6121.2,273,7,9660,"0"
320841.2,15101,0,9660,"0"
8050,79,8,9011,"0"
1019,21,48,8947,"0"
8379,100,50,9660,"0"
1590,25,9,7772,"0"
14012,492,3,7759,"0"
6798,212,14,7959,"0"
9413.6,424,45,7953,"0"
573013.25,26252,0,7930,"0"
19683.8,672,0,7905,"0"
6591.2,626,20,7867,"0"
54206,1051,1,7856,"0"
29409.8,1328,2,7821,"0"
57469.4,2703,2,7821,"0"
3070,46,43,7814,"0"
124782.25,6317,3,7794,"0"
42865.82,1496,21,7787,"0"
7105.2,211,56,7780,"0"
27621,2000,0,7735,"0"
2125.2,246,55,7730,"0"
6114,149,13,7717,"0"
13358,750,28,7675,"0"
1167.4,66,27,7667,"0"
11288.8,529,56,7622,"0"
52980,598,2,7610,"0"
1085,62,58,7664,"0"
2848,131,8,7646,"0"
2875,36,28,7643,"0"
17124,692,13,7637,"0"
1102,63,27,7624,"0"
21821.6,1055,7,7574,"0"
5110,52,35,7533,"0"
10744,732,22,7500,"0"
4655,267,6,7441,"0"
19393.28,2980,0,7443,"0"
3484,180,44,7537,"0"
3934.4,242,2,7528,"0"
1312,47,44,7527,"0"
5777,291,23,8582,"0"
1608,93,30,8582,"0"
26928,470,7,3069,"0"
11132,605,9,8477,"0"
13430,147,7,8477,"0"
36926.6,1305,16,3058,"0"
186274.8,2675,0,8477,"0"
1536,71,9,8477,"0"
25756,1009,0,8477,"0"
24245.2,682,9,8477,"0"
10107,374,9,8477,"0"
14099,564,23,8477,"0"
1625,93,44,3060,"0"
15855,198,7,3059,"0"
72943.2,4297,8,3059,"0"
110748.8,6815,3,3058,"0"
17727,354,6,3058,"0"
6265,353,0,8477,"0"
12145.2,1001,16,3055,"0"
100292.8,2920,0,3055,"0"
3033,144,29,3053,"0"
3090,51,35,3067,"0"
3471.04,364,13,3062,"0"
172110.2,5532,6,3061,"0"
4688,299,37,8477,"0"
7583.8,412,2,3060,"0"
5436,311,20,8477,"0"
5997.6,547,13,3059,"0"
17147.9,651,2,3058,"0"
20259.99,1147,2,3058,"0"
24029.64,555,8,3062,"0"
9934,622,7,8477,"0"
26203,1216,13,3065,"0"
53799.6,3094,7,8477,"0"
26689,1001,0,8477,"0"
3046,178,14,8477,"1"
4737.8,241,2,8477,"0"
20744.11,592,0,3062,"0"
1262,72,2,8477,"0"
3514.2,198,3,3062,"0"
3718.4,183,1,8477,"0"
14572.32,767,8,3067,"0"
6275.2,337,23,3067,"0"
2526,144,49,8477,"0"
30558,1837,6,3066,"0"
21188.2,1815,8,3054,"0"
4123,237,45,8477,"0"
26450,757,9,8477,"0"
2400,158,42,8477,"0"
7996,140,31,3065,"0"
27182.8,1152,1,3060,"0"
2500,250,7,3054,"0"
4532,448,50,8477,"0"
6802,389,2,8477,"0"
6298.8,361,2,8477,"0"
7402.6,487,15,8477,"0"
3563.4,264,22,8477,"0"
14669.4,1019,15,8477,"0"
13695,210,15,3068,"0"
5137.8,432,14,8477,"0"
3246.4,149,2,3065,"0"
10765,376,22,3061,"0"
8882.6,410,8,3062,"0"
2182,107,37,8477,"0"
12075.35,181,36,8477,"0"
904.2,50,22,3065,"0"
3625.2,221,9,8477,"0"
28766,1540,31,8477,"0"
2410,44,1,3060,"0"
6645.4,372,20,8477,"0"
18360,230,9,8477,"0"
2902,169,23,8477,"0"
9792,559,20,3065,"0"
2780,278,37,3062,"0"
3480,131,1,3060,"0"
5550.8,306,8,8477,"0"
13564.6,202,42,3065,"0"
2562,146,50,8477,"0"
1774,97,57,8477,"0"
60882,780,0,3061,"0"
15293.8,455,44,3061,"0"
3591,206,0,3061,"0"
22224.8,1002,1,3065,"0"
30592.4,919,9,3059,"0"
67803,1686,2,3059,"0"
3372,174,29,3066,"0"
152569.2,7399,3,3062,"0"
32275.55,578,2,3059,"0"
3817,217,43,3067,"0"
2650,30,57,3065,"0"
38206,499,8,8477,"0"
930,45,57,8477,"0"
30022.4,1220,23,8477,"0"
46774.6,2146,0,8477,"0"
3426.4,195,2,8477,"0"
8741,131,14,3080,"0"
3948.6,226,36,3076,"0"
26639,1448,3,3076,"0"
17231.2,626,7,3076,"0"
6297.82,143,27,3081,"0"
1519,47,49,3082,"1"
35346.36,803,0,8477,"0"
1750,100,2,8582,"0"
22771.4,1828,7,3081,"0"
10668.4,185,42,3081,"0"
12739.6,644,7,3081,"0"
5166,73,23,3076,"0"
10391,510,35,8582,"0"
118791.2,5017,7,3080,"0"
27198.2,691,6,3082,"0"
26856.6,395,24,3081,"0"
1138,59,30,3080,"0"
2018,116,30,8582,"0"
7404,400,2,8582,"0"
5659,325,2,8582,"0"
13463.4,537,9,8582,"0"
34341,1206,6,3076,"0"
6188,177,57,3088,"0"
2691.8,154,2,8582,"0"
1050,10,58,3079,"0"
7630,318,1,8559,"0"
4620.8,248,1,8559,"0"
3585,43,44,3089,"0"
29752,310,0,8559,"0"
20639,1120,57,8559,"0"
3750,216,49,3089,"0"
2100,75,59,3087,"0"
2901.4,134,37,3088,"0"
51831.85,1989,3,3087,"0"
46318.2,2006,6,3079,"0"
1390,80,50,8559,"0"
3700,370,49,3086,"0"
26615,479,29,3080,"0"
6680,317,43,3087,"0"
14733.6,751,10,3082,"0"
3179.6,194,57,8556,"0"
2513.2,143,43,8556,"0"
3692,212,29,8556,"0"
46870,641,10,3089,"0"
24924,1505,2,3088,"0"
18071,976,1,8556,"0"
15967.2,721,22,8556,"0"
3924,202,2,8556,"0"
38335,586,7,3095,"0"
66493,894,6,3094,"0"
1775,39,22,8477,"0"
4183.8,124,1,3097,"0"
3456,246,21,3095,"0"
14743.4,820,6,3074,"0"
8100,208,44,3097,"0"
28992.53,787,2,3095,"0"
46086.4,1211,1,3096,"0"
20025,235,16,3093,"0"
6867,89,10,3093,"0"
5158,243,28,3087,"0"
19098,950,3,3096,"0"
13757.6,574,9,3096,"0"
35613.53,1136,1,3096,"0"
13667.4,1020,0,3097,"0"
7383.01,196,6,3097,"0"
4946,283,9,3097,"0"
34984.6,906,1,3095,"0"
4007,148,2,3095,"0"
22720.6,720,6,3095,"0"
7239,238,52,3094,"0"
18787,268,8,3094,"0"
23817,907,3,3086,"0"
183121.32,4108,0,3094,"0"
19873.6,970,6,3096,"0"
75161,1911,7,3095,"0"
54642.4,1656,0,3095,"0"
4255,246,29,3094,"0"
29534.8,608,43,3093,"0"
6220.4,298,1,3093,"0"
19775,219,9,3095,"0"
58332.65,739,0,3093,"0"
17722.8,550,9,3104,"0"
1856,50,0,3103,"0"
12555.2,349,3,3102,"0"
4029,104,14,3100,"0"
30568.4,1278,1,3081,"0"
8840,99,15,3104,"0"
57032.86,3108,6,3104,"0"
3668.4,340,45,3103,"0"
14313.4,736,8,3100,"0"
14831.2,848,6,3100,"0"
25134,1288,7,3102,"0"
1226.4,108,3,3075,"0"
9728,170,15,3100,"0"
6848,380,28,3076,"0"
13150,374,9,3103,"0"
643.9,19,37,3101,"0"
25528,751,1,3053,"0"
11248,328,13,3052,"0"
6673,382,55,3051,"0"
328632.95,14185,2,3050,"0"
23328.4,926,0,3037,"0"
12945,151,28,3051,"0"
24458.2,978,6,3044,"0"
29010,377,8,3038,"0"
51581.2,1989,15,3038,"0"
3354,230,41,3047,"0"
3914,223,56,3044,"0"
1392,77,41,3037,"1"
46334,2364,1,3046,"0"
3371,193,58,3041,"0"
38772.8,1246,7,3040,"0"
10304,417,16,3040,"0"
8072.2,236,24,3039,"0"
3838,220,6,3039,"0"
13230.8,392,6,3038,"0"
1456,50,8,3046,"0"
5319,305,28,3046,"0"
3339,60,1,3045,"0"
2160,32,36,3040,"0"
8670,104,2,3031,"0"
5440.4,142,15,3030,"0"
12252,373,0,3030,"0"
8000,466,8,3027,"0"
5410,65,21,3039,"0"
4133,234,50,3033,"0"
1763.2,90,15,3030,"0"
5324,275,14,3020,"0"
1552,53,22,3019,"0"
34150,475,9,3016,"0"
6772.25,100,50,3032,"0"
3312,145,48,3017,"0"
16354,254,20,3040,"0"
4870,63,10,3037,"0"
1394,72,35,3027,"0"
3325,158,6,3027,"0"
14310.6,558,37,3031,"0"
1050,54,16,3027,"1"
3495.2,192,14,3041,"0"
5055,62,22,3034,"0"
2053.2,34,50,3027,"0"
29716.4,1248,10,3024,"0"
13745.4,789,14,3023,"0"
5160,196,34,3031,"0"
72563.6,2418,29,3025,"0"
98842.52,3171,3,3024,"0"
19107.6,1089,6,3041,"0"
1652,59,58,3031,"0"
15080,187,2,3026,"0"
8968,279,9,3019,"0"
16446.4,1061,29,3041,"0"
17181.4,792,6,3039,"0"
19023.85,1025,3,3030,"0"
23621.8,2032,0,3030,"0"
3191.66,247,30,3026,"0"
25736.7,1258,6,3023,"0"
18642,1184,16,3037,"0"
5103,289,14,3034,"0"
3208.2,396,58,3033,"0"
14040,159,21,3037,"0"
2030,166,28,3030,"1"
2943.4,151,38,3030,"0"
3717,210,0,3025,"0"
1861.6,88,58,3023,"0"
5377.2,342,21,3018,"0"
128142.4,6699,0,3032,"0"
12437.4,553,0,3030,"0"
1403.2,87,35,3013,"0"
1487,85,50,3034,"0"
128513,5214,8,3027,"0"
33788.6,1817,1,3016,"0"
11178.2,636,10,3030,"0"
2123,121,0,3033,"0"
4734,275,20,3030,"0"
1230,53,29,3027,"0"
7487.4,421,15,3027,"0"
7240,271,1,3016,"0"
1432,41,35,3037,"1"
11160.8,332,16,3026,"0"
43889.07,559,2,3034,"0"
8160,816,7,3041,"0"
13884,425,13,3032,"0"
188032.6,6921,7,3020,"0"
3333.6,183,56,3032,"0"
9884.8,282,2,3032,"0"
4746.8,132,29,3024,"0"
12433,640,28,3031,"0"
7894.8,211,3,3017,"0"
32862.89,1591,3,3006,"0"
2016,66,16,3025,"0"
21457.78,1233,1,3019,"0"
17789,222,16,3033,"0"
241208.4,10170,1,3032,"0"
13022.4,686,10,3019,"0"
5657.25,256,0,3013,"0"
2706,121,2,3012,"0"
24302.4,1410,6,3017,"0"
3177,181,13,3012,"0"
36580,396,8,3024,"0"
7802,185,1,3020,"0"
2565,36,38,3019,"0"
1880,40,28,3018,"0"
1865,27,55,3020,"0"
33228,1878,30,3019,"0"
6562,170,14,3013,"0"
45759,1448,0,3010,"0"
3550,38,28,3006,"0"
92249.6,4704,3,3002,"0"
16482,634,43,3005,"1"
6568,337,14,3024,"0"
21825,260,7,3018,"0"
8450,367,20,3018,"0"
20808,431,1,3018,"0"
7677,442,20,3015,"0"
4380,250,8,3006,"0"
3193,182,9,3006,"0"
4300,48,21,3020,"0"
140523,7577,1,3016,"0"
9526,532,36,3013,"0"
2179.4,100,7,3011,"0"
27620,315,2,3009,"0"
31377.4,692,8,3013,"0"
7306,206,1,3010,"0"
19996,922,8,3016,"0"
9320,160,7,3012,"0"
37347.4,2743,0,3012,"0"
9952,416,59,3017,"0"
8178,292,13,3017,"0"
1194.8,41,20,3016,"0"
996,26,3,3010,"0"
12340.8,347,3,3016,"0"
38572.42,1244,2,3013,"0"
22041.4,705,1,3012,"0"
15411,402,7,3009,"0"
9534.2,878,30,3004,"0"
8787.2,942,8,3004,"0"
11909,680,8,3011,"0"
9957.2,291,1,3004,"0"
8916,393,14,3009,"0"
3876,380,22,3006,"0"
23105,281,7,3005,"0"
9099.8,196,56,3006,"0"
40495,1686,1,3004,"0"
25372.8,1015,2,3016,"0"
10481.2,477,8,3012,"0"
8279.2,159,20,3009,"0"
8013.5,290,13,3005,"0"
41650.2,2314,6,3003,"0"
24914.3,1602,3,3002,"0"
3770.4,385,43,2999,"0"
7880.2,473,30,3016,"0"
21070.6,910,8,3012,"0"
12509.2,954,38,3010,"0"
2216.4,223,50,3006,"0"
751.6,123,21,3003,"0"
3879,221,24,2999,"0"
2197,44,50,3004,"0"
9034,316,15,3010,"0"
50645,489,0,3006,"0"
2895,310,24,3005,"0"
8490.8,250,52,3004,"0"
5625,65,7,3003,"0"
1246,54,8,2995,"0"
1292,46,43,3004,"0"
2485,27,29,3004,"1"
34002,1013,0,3002,"0"
38606.4,1626,8,2995,"0"
9815.4,483,6,3010,"0"
16346,469,7,2997,"0"
4304,232,30,2992,"0"
14809,787,9,3003,"0"
11328.6,596,7,3004,"0"
4810,302,28,2995,"1"
13044.8,617,6,2999,"0"
7118,265,8,3002,"0"
5775,84,48,2992,"0"
3299.6,179,0,2998,"0"
3190,38,13,2998,"0"
644.4,64,3,2995,"0"
13869,395,15,2998,"0"
7672.6,303,2,2998,"0"
31122.2,1354,0,2996,"0"
8990,118,13,2995,"0"
10073,687,0,2991,"0"
6458,367,5,3001,"0"
25969,1731,9,2999,"0"
62661.8,1402,1,2998,"0"
106818,2180,2,2998,"0"
32246.4,1060,20,2997,"0"
43393.4,1476,10,2984,"0"
6723.5,133,8,2989,"0"
11077.2,484,1,2991,"0"
3425.6,125,10,2989,"0"
12284,148,13,2998,"0"
46562.6,2343,3,2999,"0"
5520,82,23,2990,"0"
42441.4,1662,2,2989,"0"
13540.4,458,9,2985,"0"
2430,106,24,2985,"0"
11136,594,0,2996,"0"
55634,801,2,2996,"0"
6506,327,7,2988,"0"
4228.4,187,57,2990,"0"
12640,148,10,2990,"0"
11338,649,6,2997,"0"
1544,89,35,2997,"0"
854,49,35,2990,"0"
11823.4,1060,23,2985,"0"
8998.4,663,41,2983,"0"
18749.2,760,1,2976,"0"
25379.6,1061,14,2989,"0"
64653,4381,3,2985,"0"
4278,201,3,2984,"0"
14985.2,557,31,2984,"0"
1900.3,167,27,2983,"0"
16890.4,1668,0,2982,"0"
7346.8,864,19,2976,"0"
4328,124,9,2989,"0"
5018,145,1,2988,"0"
6425.55,112,13,2975,"0"
21932.5,509,13,2971,"0"
1920,110,22,2988,"0"
2873.6,138,1,2981,"0"
1937.48,91,49,2985,"0"
2646,123,20,2969,"0"
24265.2,892,3,2995,"0"
3110,55,21,2992,"0"
9334.9,238,24,2992,"0"
21741.59,539,1,2990,"0"
3332,199,2,2988,"0"
3383,68,43,2982,"0"
2624,46,1,2992,"0"
9903.2,500,8,2992,"0"
28983.2,1155,2,2991,"0"
10298.2,399,6,2985,"0"
6270,87,22,2982,"0"
31345,427,2,2991,"0"
20607,1083,1,2988,"0"
4172,239,21,2988,"0"
9965,124,36,2982,"0"
4620,89,31,2983,"0"
24528.1,846,10,2991,"0"
33635,350,13,2990,"0"
11346.2,162,15,2983,"0"
8714.4,391,23,2977,"0"
2740,82,23,2985,"0"
121841.6,4414,1,2985,"0"
44526.4,1440,7,2985,"0"
5333,304,2,2984,"0"
46606,605,0,2977,"0"
3468,170,7,2985,"0"
7025,84,2,2992,"0"
17704.8,789,16,2991,"0"
15280,156,15,2991,"0"
64953,773,1,2991,"0"
10720,134,23,2989,"0"
13450,180,24,2988,"0"
3988.4,179,27,2983,"0"
21669.4,857,2,2981,"0"
11995,147,13,2977,"0"
27817.7,1275,7,2982,"0"
7198.8,145,42,2981,"0"
67546.6,2455,1,2981,"0"
1564,68,1,2978,"0"
28756.3,1809,8,2978,"0"
1906.6,92,10,2976,"0"
924.4,93,21,2976,"0"
6671,384,14,2983,"0"
10096.8,501,21,2975,"0"
12570,488,0,2971,"0"
2516,144,43,2969,"0"
62864.4,1043,6,2975,"0"
640,35,15,2974,"0"
17422.6,560,1,2969,"0"
5004.6,268,28,2967,"0"
14640,190,1,2964,"0"
5552,101,48,2978,"0"
16165,157,14,2977,"0"
6776,300,0,2976,"0"
2305,90,29,2974,"0"
1460,24,58,2971,"0"
10282,132,23,2976,"0"
2925.05,66,7,2968,"0"
52974.2,1700,0,2967,"0"
27675.8,878,6,2967,"0"
21022,693,0,2971,"0"
39717,1435,0,2971,"0"
34182.8,1115,0,2971,"0"
40824,960,6,2971,"0"
63843.4,2059,0,2970,"0"
41576.2,1629,2,2970,"0"
14395.2,614,0,2969,"0"
7292.8,127,14,2975,"0"
14816.5,995,14,2974,"0"
5105.2,171,16,2969,"0"
6129.36,426,0,2968,"0"
28900.4,1109,8,2971,"0"
3890,49,6,2968,"0"
12239,573,27,2967,"0"
13670.2,1182,20,2969,"0"
15278,437,1,2969,"0"
31341.34,760,2,2977,"0"
7267,416,7,2969,"0"
35285.2,993,1,2968,"0"
6118,175,13,2964,"0"
88806.4,1156,2,2968,"0"
14195,149,7,2967,"0"
6895.8,265,21,2963,"0"
573,26,20,2974,"0"
9905,120,28,2969,"0"
2269.8,179,1,2960,"0"
20623,769,13,2967,"0"
18109.8,770,8,2967,"0"
13380,423,0,2962,"0"
25162,1127,8,2974,"0"
10030,340,1,2974,"0"
12389.4,348,9,2970,"0"
4105,59,9,2968,"0"
29183.8,1145,14,2967,"0"
34946.4,1073,6,2963,"0"
3716,64,45,2963,"0"
3846,75,20,2963,"1"
1240,70,30,2963,"0"
9300,334,20,2961,"0"
6964,237,27,2956,"0"
1033145,59654,0,2960,"0"
1126,65,49,2957,"1"
10897.6,1034,0,2957,"0"
14235,818,2,2960,"0"
7884,233,8,2962,"0"
10085.18,216,23,2960,"0"
1985,115,41,2960,"0"
5575,105,34,2956,"0"
69060,736,6,2954,"0"
10623,533,9,2960,"0"
3084,76,44,2957,"0"
68695,813,7,2957,"0"
1693,30,1,2955,"0"
4713,178,36,2954,"0"
9902,563,9,2949,"0"
5807,332,1,2948,"0"
58351.6,3689,1,2962,"0"
169574.55,3913,6,2961,"0"
4559.2,70,20,2960,"0"
28559.4,871,13,2957,"0"
1306.2,79,2,2947,"0"
40386,2160,0,2946,"0"
1819.6,94,34,2957,"0"
10772.4,377,14,2950,"0"
20204.6,1067,2,2949,"0"
33625.43,385,3,2939,"0"
3500,100,22,2953,"0"
10919.2,332,23,2961,"0"
2639.4,82,38,2960,"0"
1448,70,57,2960,"0"
180,10,24,2956,"1"
5588,159,2,2946,"0"
72261.8,2859,1,2943,"0"
23811.6,800,3,2960,"0"
58558.8,2041,8,2955,"0"
24907.2,474,0,2948,"0"
28911,950,2,2947,"0"
35738.6,1398,1,2940,"0"
43932.43,1396,2,2939,"0"
12870,156,8,2939,"0"
60971.6,2336,3,2953,"0"
27015,301,9,2950,"0"
13514.4,632,20,2957,"0"
14469.4,651,2,2933,"0"
13506,959,7,2922,"0"
1016.6,72,21,2922,"0"
12852,903,1,2934,"0"
48841.6,1731,1,2956,"0"
2186,90,16,2955,"0"
1908,100,0,2950,"0"
2524,144,15,2950,"0"
2455,124,28,2947,"0"
17924,770,1,2946,"0"
15039.2,713,7,2943,"0"
9915,199,8,2943,"0"
76614,2647,2,2942,"0"
2649,155,27,2942,"0"
40045,696,0,2940,"0"
13140.4,696,10,2940,"0"
19883.8,837,38,2953,"0"
6495,182,7,2953,"0"
13768.6,327,8,2949,"0"
16008.4,666,7,2947,"0"
603,15,6,2939,"0"
33007.68,1184,9,2935,"0"
5611.6,146,1,2950,"0"
2468.8,112,14,2943,"0"
26152.8,819,21,2942,"0"
12459,511,0,2942,"0"
7498,435,6,2941,"0"
104066.54,2485,0,2942,"0"
105766.6,5274,1,2941,"0"
10608,126,9,2941,"0"
38072,2041,3,2920,"0"
5899.6,348,59,2929,"0"
33049,457,6,2928,"0"
1723,29,21,2942,"0"
3765,43,21,2942,"0"
17876.2,7710,0,2939,"0"
1585.6,85,13,2939,"0"
8150,90,0,2927,"0"
30390,383,14,2947,"0"
4752.4,360,59,2947,"0"
3861.4,94,22,2934,"0"
3860,54,28,2926,"0"
11603.2,1121,3,2929,"0"
5238.6,297,20,2925,"0"
8570,121,29,2942,"0"
769,57,58,2934,"0"
20881,1046,13,2933,"0"
12747,616,13,2933,"0"
4739.55,399,37,2933,"0"
5072.2,71,35,2932,"0"
1688,61,13,2927,"0"
5467,248,6,2925,"0"
9047.6,454,28,2932,"0"
16085,177,2,2929,"0"
34960,342,1,2926,"0"
71485.07,1973,6,2925,"0"
16343.6,460,2,2935,"0"
2136,73,49,2933,"0"
9191.85,199,15,2932,"0"
6664.2,263,14,2927,"0"
3866.2,146,9,2919,"0"
3244.2,94,7,2911,"0"
1791,101,10,2940,"0"
1357,29,20,2935,"1"
9796.2,290,0,2935,"0"
26498.08,1024,21,2933,"0"
3229,184,16,2933,"0"
15313,398,2,2925,"0"
2673,94,2,2935,"0"
2305,41,22,2929,"0"
14880,186,24,2927,"0"
3895,53,8,2922,"0"
7769,454,10,2920,"0"
8772,386,24,2919,"0"
3222.4,145,1,2913,"0"
17738,986,24,2906,"0"
11354.6,13977,13,2913,"0"
40727,1630,6,2894,"0"
64075.2,4170,1,2939,"0"
8952,760,2,2927,"0"
14521.8,1294,6,2925,"0"
2939.4,39,20,2941,"0"
7594.85,159,22,2932,"0"
3479,48,36,2929,"0"
2945.4,305,27,2929,"0"
22049.4,255,1,2928,"0"
81283.4,3514,6,2925,"0"
11548,541,24,2932,"0"
78769.4,3487,0,2929,"0"
23711,1011,9,2926,"0"
1735.6,74,21,2922,"0"
1740,29,57,2922,"0"
6984,396,27,2919,"1"
12307.43,312,50,2934,"0"
11973,524,20,2915,"0"
19134.2,634,15,2906,"0"
10593,426,9,2929,"0"
59116.92,1777,2,2943,"0"
24037,1165,1,2935,"0"
13552,439,15,2920,"0"
38624,1541,16,2939,"0"
4490,161,16,2927,"0"
19780,230,14,2926,"0"
18172,841,15,2919,"0"
9066,370,31,2919,"0"
64379,3029,0,2943,"0"
37525.02,1487,1,2934,"0"
12513.2,658,2,2929,"0"
9133,524,0,2927,"0"
1208.8,39,16,2898,"1"
33188.4,1671,0,2897,"0"
61523.6,1115,0,2943,"0"
11644,601,0,2921,"0"
24415,1712,52,2919,"1"
3370,275,6,2913,"0"
39298.87,691,5,2913,"0"
4461,212,2,2915,"0"
2350,67,28,2921,"0"
3032,87,50,2925,"0"
7412,243,9,2922,"0"
3390,155,29,2899,"0"
1580,101,42,2898,"0"
5835,175,13,2915,"0"
9180,135,1,2912,"0"
5084,143,14,2914,"0"
2855,31,13,2913,"0"
19031.54,371,9,2911,"0"
4670,55,28,2894,"0"
23954,485,8,2915,"0"
44293,541,9,2915,"0"
2335,133,0,2908,"0"
10498,596,24,2893,"0"
27294.8,1512,3,2891,"0"
6414,321,7,2897,"0"
7851.6,257,24,2894,"0"
6389,256,0,2919,"0"
6303,261,0,2919,"0"
19720,835,44,2898,"1"
20252.4,526,10,2890,"0"
6938.4,250,8,2899,"0"
4994.4,235,9,2922,"0"
674,35,28,2920,"0"
5062.8,239,42,2913,"0"
10234.8,403,29,2915,"0"
24481,1304,8,2912,"0"
8317.4,409,31,2911,"1"
1391.4,74,16,2905,"1"
6272,546,6,2898,"0"
2780,80,16,2920,"0"
33420.2,1925,0,2919,"0"
5935.4,322,27,2915,"0"
3531.2,246,21,2911,"0"
36029.8,1910,3,2898,"0"
27589,1362,2,2920,"0"
20692.4,337,24,2915,"0"
13098,204,1,2913,"0"
7648.4,571,14,2907,"0"
2604.8,142,41,2901,"0"
2632,138,9,2890,"0"
7413.2,245,28,2886,"0"
13481.6,678,43,2892,"0"
4060,109,28,2890,"0"
529,33,28,2890,"0"
2085.2,100,31,2894,"0"
6270.45,239,30,2906,"0"
61652.2,1156,1,2880,"0"
10113,526,9,2878,"0"
3862,174,31,2893,"0"
2839,159,2,2892,"0"
2690,34,44,2891,"0"
38665,453,3,2898,"0"
17794,871,1,2897,"0"
3945,60,37,2890,"0"
700,14,43,2890,"0"
1986,118,2,2886,"0"
3610,40,30,2879,"0"
3624,199,8,2897,"0"
13014.59,260,0,2891,"0"
5906,76,48,2885,"0"
1850,32,57,2898,"0"
35177.6,1075,0,2897,"0"
8746.4,252,0,2893,"0"
20471,247,0,2905,"0"
12091,565,3,2898,"0"
13655,628,38,2898,"0"
64584.4,2800,1,2891,"0"
74641.4,2788,1,2890,"0"
30148,837,16,2885,"0"
4672,135,23,2877,"0"
1830,83,2,2904,"0"
412598.8,21266,15,2894,"0"
1469.8,224,35,2892,"0"
3162,167,43,2879,"0"
1150,58,51,2864,"0"
8519,246,13,2898,"0"
2440,70,38,2885,"0"
19791,327,15,2880,"0"
19295,329,15,2876,"0"
2923,167,30,2887,"0"
13265,167,6,2879,"0"
36945,497,6,2884,"0"
3939.2,203,49,2877,"0"
2632,51,1,2897,"0"
23980,248,9,2897,"0"
21005,241,7,2894,"0"
21370,296,8,2893,"0"
4087,82,27,2893,"0"
6338,324,7,2885,"0"
18160,304,1,2877,"0"
22644,1250,38,2866,"0"
7073,403,2,2872,"0"
48800,651,8,2904,"0"
5824.4,574,35,2872,"0"
8346.6,838,34,2872,"0"
8552.2,549,7,2887,"0"
4070,65,6,2884,"0"
16192.8,816,2,2883,"0"
31502.65,1268,13,2884,"0"
3226,185,52,2878,"0"
1000,100,55,2876,"0"
1664,25,22,2877,"0"
42321.4,1198,1,2876,"0"
35178,1596,6,2880,"0"
12656.6,573,0,2879,"0"
42742,2671,1,2870,"0"
3372,116,36,2866,"0"
4375,88,49,2870,"0"
7032,389,10,2859,"0"
1188.6,69,7,2858,"0"
12077.4,238,8,2885,"0"
25865.35,800,1,2885,"0"
7139.13,144,9,2879,"0"
10782,215,14,2890,"0"
6060.4,280,9,2890,"0"
5898.4,187,38,2890,"0"
10132,125,15,2884,"0"
54271,1097,2,2884,"0"
22636,1229,15,2864,"0"
12822.4,732,1,2862,"0"
37592.63,746,0,2859,"0"
8072.96,280,31,2870,"0"
8372,479,21,2880,"0"
4536.4,374,15,2880,"0"
5890,168,56,2857,"0"
